"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"CD84" 1.96626232282076e-136 0.348724796714136 0.955 0.666 4.60085720916831e-132 "0" "CD84"
"MDH2" 5.72090862130368e-136 0.3163097939811 0.914 0.586 1.33863540829885e-131 "0" "MDH2"
"ARL6IP1" 5.30152449676041e-134 0.256349176571486 0.911 0.581 1.24050371699697e-129 "0" "ARL6IP1"
"LAMTOR1" 3.72078250643213e-133 0.254778549175545 0.867 0.53 8.70625898680054e-129 "0" "LAMTOR1"
"UQCRC2" 2.93171913391917e-132 0.288243097336108 0.896 0.553 6.85992960145745e-128 "0" "UQCRC2"
"CTSB" 1.70395521872001e-131 0.305122197579515 0.955 0.686 3.98708481628296e-127 "0" "CTSB"
"COX7A2" 4.71874269226917e-131 0.381151855316638 0.988 0.848 1.10413860256406e-126 "0" "COX7A2"
"ARPC2" 8.16782821085717e-131 0.342054135883108 0.991 0.852 1.91119012305847e-126 "0" "ARPC2"
"SLC25A5" 5.82457492725798e-130 0.369322773724095 0.978 0.755 1.3628922872291e-125 "0" "SLC25A5"
"ACO2" 6.00398944519045e-129 0.268239152123106 0.854 0.508 1.40487349028011e-124 "0" "ACO2"
"RGS10" 8.6550509269482e-129 0.334001342556082 0.998 0.914 2.02519536639661e-124 "0" "RGS10"
"VPS29" 1.21385952812791e-128 0.257582714525925 0.899 0.568 2.8403099098665e-124 "0" "VPS29"
"GSTO1" 4.990664618835e-128 0.34231563211367 0.971 0.743 1.1677656141612e-123 "0" "GSTO1"
"COX4I1" 3.83794176756806e-126 0.319712224068847 0.999 0.927 8.9803999419325e-122 "0" "COX4I1"
"SF3B5" 5.66026125023407e-126 0.271709135767704 0.903 0.58 1.32444452994227e-121 "0" "SF3B5"
"MCRIP2" 6.33035229036858e-126 0.270889007675833 0.901 0.57 1.48123913242334e-121 "0" "MCRIP2"
"IDH2" 8.47063076946599e-126 0.298253253980172 0.881 0.553 1.98204289374735e-121 "0" "IDH2"
"UQCR10" 2.20121993606044e-125 0.365651635987375 0.988 0.835 5.15063452838781e-121 "0" "UQCR10"
"MMP9" 3.55883824624624e-125 0.349187694616924 1 0.993 8.32732561239158e-121 "0" "MMP9"
"NDUFA6" 5.08528643564329e-125 0.3180962441856 0.951 0.678 1.18990617307617e-120 "0" "NDUFA6"
"GLIPR1" 1.25454158380958e-122 0.268098466623072 0.871 0.531 2.93550185195604e-118 "0" "GLIPR1"
"TUBA1C" 1.71186752433485e-122 0.254151875205742 0.842 0.498 4.00559882019113e-118 "0" "TUBA1C"
"RBM3" 1.92196454395629e-122 0.312552894909849 0.909 0.617 4.49720483640332e-118 "0" "RBM3"
"SRSF9" 5.74943833180208e-122 0.271992899112415 0.897 0.561 1.34531107525837e-117 "0" "SRSF9"
"C1orf43" 2.00215067250882e-121 0.260110246539824 0.863 0.517 4.68483235860339e-117 "0" "C1orf43"
"NDUFB8" 1.03546983006931e-119 0.323138595778599 0.969 0.732 2.42289585537918e-115 "0" "NDUFB8"
